路线,车次,出发站,到达站,出发时间,到达时间,历时,二等座价格,一等座价格,商务座价格,硬座价格,硬卧价格,软卧价格,无座价格,二等座余票,一等座余票,商务座余票,抓取时间
贵阳 -> 遵义,K872,贵阳,遵义,05:03,06:30,1小时27分,无,无,无,无,¥67.5,¥102.5,无,仅99张 仅4张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,G1324,贵阳北,遵义,07:18,08:03,0小时45分,¥50,¥81,¥151,无,无,无,无,仅99张 仅2张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,D8586,贵阳北,遵义,07:25,08:16,0小时51分,¥50,无,无,无,无,无,¥50,仅99张 仅99张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,G5342,贵阳北,遵义,07:46,08:31,0小时45分,¥50,¥81,¥151,无,无,无,无,仅99张 仅9张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,D208,贵阳北,遵义,07:54,09:03,1小时9分,¥41,¥66,无,无,无,无,¥41,仅99张 仅99张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,G8756,贵阳北,遵义,08:06,08:51,0小时45分,¥50,¥81,无,无,无,无,无,仅99张 仅99张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,C5850,贵阳,遵义,08:08,09:08,1小时0分,¥56,无,无,无,无,无,¥56,仅99张 仅99张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,D8584,贵阳北,遵义,08:49,09:34,0小时45分,¥50,¥81,无,无,无,无,¥50,仅99张 仅99张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,G2680,贵阳北,遵义,08:55,09:40,0小时45分,¥50,¥81,¥151,无,无,无,无,仅99张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,G3210,贵阳北,遵义,09:19,10:10,0小时51分,¥50,¥81,¥151,无,无,无,无,仅99张 仅12张 仅4张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,D8592,贵阳北,遵义,09:24,10:15,0小时51分,¥50,¥81,无,无,无,无,¥50,仅99张 仅99张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,G372,贵阳北,遵义,09:31,10:22,0小时51分,¥50,¥81,¥151,无,无,无,无,仅99张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,G8752,贵阳北,遵义,09:42,10:33,0小时51分,¥50,¥81,¥151,无,无,无,无,仅99张 仅8张 仅2张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,G3582,贵阳,遵义,09:46,10:48,1小时2分,¥58,¥94,¥175,无,无,无,无,仅99张 仅4张 仅2张,无,无,2025-06-02 12:09:23
贵阳 -> 遵义,D9932,贵阳北,遵义,10:20,11:05,0小时45分,¥50,¥81,¥151,无,无,无,¥50,无,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,C5848,贵阳,遵义,10:27,11:43,1小时16分,¥54,无,无,无,无,无,¥54,仅99张 仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G2886,贵阳北,遵义,10:28,11:14,0小时46分,¥50,¥81,无,无,无,无,无,仅99张 仅20张 仅2张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G2892,贵阳北,遵义,10:35,11:21,0小时46分,¥50,¥81,无,无,无,无,无,仅99张 仅99张 仅2张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G8764,贵阳北,遵义,10:42,11:27,0小时45分,¥50,¥81,¥151,无,无,无,无,仅99张 仅5张 仅2张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G3432,贵阳东,遵义,10:44,11:32,0小时48分,¥49,¥79,¥148,无,无,无,无,仅99张 仅1张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G2872,贵阳北,遵义,10:58,11:50,0小时52分,¥50,¥81,无,无,无,无,无,仅99张 仅7张 仅2张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,C5858,贵阳,遵义,10:59,12:18,1小时19分,¥56,无,无,无,无,无,¥56,仅99张 仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G4876,贵阳北,遵义,11:09,12:00,0小时51分,¥50,¥81,¥151,无,无,无,无,仅99张 仅3张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G2164,贵阳东,遵义,11:45,12:33,0小时48分,¥49,¥79,无,无,无,无,无,仅99张 仅99张 仅2张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G3476,贵阳,遵义,11:47,12:54,1小时7分,¥58,¥94,¥175,无,无,无,无,仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G3724,贵阳东,遵义,12:18,13:05,0小时47分,¥49,¥79,¥148,无,无,无,无,仅99张 仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G1762,贵阳东,遵义,12:23,13:16,0小时53分,¥49,¥79,无,无,无,无,¥49,仅99张 仅99张 仅9张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G2868,贵阳北,遵义,12:31,13:22,0小时51分,¥50,¥81,无,无,无,无,无,仅99张 仅99张 仅3张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G8748,贵阳北,遵义,12:45,20:17,7小时32分,¥513,¥821,无,无,无,无,无,仅99张 仅99张 仅7张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,C5856,贵阳,遵义,12:59,14:03,1小时4分,¥54,无,无,无,无,无,¥54,仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G2944,贵阳东,遵义,13:04,13:51,0小时47分,¥49,¥79,¥148,无,无,无,无,仅99张 仅10张 仅1张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,C6032,贵安,遵义,13:06,14:20,1小时14分,¥62,¥101,无,无,无,无,¥62,仅99张 仅4张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G3740,贵阳东,遵义,13:09,13:57,0小时48分,¥49,¥79,¥148,无,无,无,无,仅99张 仅4张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G8716,贵阳,遵义,13:23,14:44,1小时21分,¥58,¥94,无,无,无,无,无,仅99张 仅17张 仅6张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G3726,贵阳东,遵义,13:28,14:15,0小时47分,¥49,¥79,无,无,无,无,无,仅1张 仅2张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G3750,龙洞堡,遵义,13:29,14:31,1小时2分,¥58,¥93,¥173,无,无,无,无,仅99张 仅8张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G3584,贵阳,遵义,13:37,14:39,1小时2分,¥58,¥94,¥175,无,无,无,无,仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,K508,贵阳,遵义,14:11,16:13,2小时2分,无,无,无,¥21.5,¥67.5,¥102.5,¥21.5,仅14张 仅99张 仅4张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,C5890,贵阳,遵义,14:34,15:35,1小时1分,¥56,无,无,无,无,无,¥56,仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G2154,贵阳东,遵义,14:40,15:27,0小时47分,¥49,¥79,无,无,无,无,无,仅6张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G2240,贵阳东,遵义,14:58,15:45,0小时47分,¥49,¥79,¥148,无,无,无,无,仅99张 仅1张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,C5854,贵安,遵义,15:41,17:01,1小时20分,¥59,无,无,无,无,无,¥59,仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,C5846,贵阳,遵义,15:44,16:50,1小时6分,¥56,无,无,无,无,无,¥56,仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,D9934,贵阳北,遵义,15:50,16:41,0小时51分,¥50,¥81,¥151,无,无,无,¥50,无,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,D1826,贵阳东,遵义,16:18,17:12,0小时54分,¥49,¥79,无,无,无,无,¥49,仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G2250,贵阳东,遵义,16:35,17:23,0小时48分,¥49,¥79,¥148,无,无,无,无,仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,D8576,贵阳北,遵义,16:43,17:28,0小时45分,¥50,¥81,无,无,无,无,¥50,仅99张 仅99张 仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G2276,贵阳东,遵义,16:46,17:33,0小时47分,¥49,¥79,¥148,无,无,无,无,仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G320,贵阳东,遵义,16:52,17:39,0小时47分,¥49,¥79,¥148,无,无,无,无,仅99张 仅6张 仅1张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G8754,贵阳北,遵义,16:55,21:54,4小时59分,¥377,¥603,¥1190,无,无,无,无,仅99张 仅11张 仅5张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G3588,贵阳东,遵义,17:23,18:11,0小时48分,¥49,¥79,¥148,无,无,无,无,仅99张 仅1张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G1340,贵阳东,遵义,17:35,18:23,0小时48分,¥49,¥79,无,无,无,无,无,仅13张 仅2张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,C5844,贵安,遵义,17:41,18:51,1小时10分,¥59,无,无,无,无,无,¥59,仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G2884,贵阳北,遵义,17:48,18:34,0小时46分,¥50,¥81,无,无,无,无,无,仅99张 仅4张 仅4张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,C6040,贵阳北,遵义,17:54,18:39,0小时45分,¥50,¥81,无,无,无,无,¥50,仅99张 仅14张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G2870,贵阳北,遵义,18:00,18:45,0小时45分,¥50,¥81,无,无,无,无,无,仅12张 仅4张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G1984,贵阳东,遵义,18:40,19:41,1小时1分,¥49,¥79,¥148,无,无,无,无,仅20张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,D1794,龙洞堡,遵义,18:50,19:55,1小时5分,¥56,¥91,无,无,无,无,¥56,仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,D1838,贵阳东,遵义,19:15,20:03,0小时48分,¥49,¥79,无,无,无,无,¥49,仅99张 仅3张,无,无,2025-06-02 12:09:24
贵阳 -> 遵义,G3586,贵阳东,遵义,19:26,20:14,0小时48分,¥49,¥79,¥148,无,无,无,无,仅99张,无,无,2025-06-02 12:09:24
贵阳 -> 六盘水,Z53,贵阳,六盘水,03:08,06:39,3小时31分,无,无,无,¥40.5,¥86.5,¥129.5,¥40.5,仅99张 仅9张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,Z325,贵阳,六盘水,03:49,06:59,3小时10分,无,无,无,¥37.5,¥83.5,¥125.5,¥37.5,仅99张 仅99张 仅2张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,K137,贵阳,六盘水,04:01,07:06,3小时5分,无,无,无,¥37.5,¥83.5,¥125.5,¥37.5,仅99张 仅99张 仅99张 仅2张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,K9369,贵阳,六盘水,05:19,08:35,3小时16分,无,无,无,¥37.5,无,无,¥37.5,仅99张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,K9515,贵阳,六盘水,06:32,09:51,3小时19分,无,无,无,¥37.5,¥83.5,无,¥37.5,仅99张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,C5987,贵阳北,六盘水,06:48,08:12,1小时24分,¥90,¥145,无,无,无,无,¥90,仅99张 仅99张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,G8707,贵阳北,六盘水,08:45,09:59,1小时14分,¥96.5,¥159,¥298.5,无,无,无,无,仅99张 仅5张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,G8757,贵阳北,六盘水,08:58,10:30,1小时32分,¥96.5,¥159,无,无,无,无,无,仅99张 仅20张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,C6031,贵阳北,六盘水,09:23,11:12,1小时49分,¥92,¥148,无,无,无,无,¥92,仅99张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,C6039,贵阳北,六盘水,09:58,11:47,1小时49分,¥95,¥154,无,无,无,无,¥95,仅99张 仅17张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,G5345,贵阳北,六盘水,10:28,12:08,1小时40分,¥95.5,¥157,¥295.5,无,无,无,无,仅99张 仅7张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,K9501,贵阳,六盘水,10:40,14:05,3小时25分,无,无,无,¥37.5,¥83.5,无,¥37.5,仅99张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,D8587,贵阳北,六盘水,10:59,12:54,1小时55分,¥95,¥154,无,无,无,无,¥95,仅99张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,K9585,贵阳,六盘水,11:16,14:50,3小时34分,无,无,无,¥37.5,¥83.5,无,¥37.5,仅99张 仅99张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,D8599,贵阳北,六盘水,11:32,13:22,1小时50分,¥93,¥150,无,无,无,无,¥93,仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,5645,贵阳,六盘水,11:33,15:24,3小时51分,无,无,无,¥32.5,无,无,¥32.5,仅8张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,G5393,贵阳北,六盘水,12:25,14:11,1小时46分,¥96.5,¥159,¥298.5,无,无,无,无,仅99张 仅10张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,K1235,贵阳,六盘水,12:50,16:28,3小时38分,无,无,无,¥37.5,¥83.5,¥125.5,¥37.5,仅99张 仅99张 仅1张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,D1847,贵阳北,六盘水,13:05,14:56,1小时51分,¥101,¥163,无,无,无,无,¥101,仅99张 仅3张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,C6038,贵阳北,六盘水,14:10,15:45,1小时35分,¥101,¥163,无,无,无,无,¥101,仅99张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,D5123,贵阳北,六盘水,14:55,16:14,1小时19分,¥97,¥159,无,无,无,无,¥97,仅99张 仅10张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,K985,贵阳,六盘水,15:06,18:37,3小时31分,无,无,无,¥37.5,¥83.5,¥125.5,¥37.5,仅99张 仅99张 仅8张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,Z161,贵阳,六盘水,15:14,18:18,3小时4分,无,无,无,¥40.5,¥86.5,¥129.5,¥40.5,仅99张 仅20张 仅7张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,G1321,贵阳北,六盘水,15:27,17:02,1小时35分,¥96.5,¥159,¥298.5,无,无,无,无,仅9张 仅1张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,C5975,贵阳北,六盘水,15:53,17:12,1小时19分,¥95,¥154,无,无,无,无,¥95,仅99张 仅16张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,C6044,贵阳北,六盘水,16:04,17:57,1小时53分,¥97,¥158,无,无,无,无,¥97,仅99张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,C6041,贵安,六盘水,16:35,17:57,1小时22分,¥82,¥133,无,无,无,无,¥82,仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,G2995,贵阳北,六盘水,18:08,19:31,1小时23分,¥102.5,¥168,¥315.5,无,无,无,无,仅99张 仅9张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,C6033,贵阳北,六盘水,18:30,20:00,1小时30分,¥93,¥150,无,无,无,无,¥93,仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,D8591,贵阳北,六盘水,19:08,20:39,1小时31分,¥101,¥163,无,无,无,无,¥101,仅99张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,Z287,贵阳,六盘水,20:06,23:22,3小时16分,无,无,无,¥37.5,¥83.5,¥125.5,¥37.5,仅99张 仅99张 仅8张 仅6张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,K491,贵阳,六盘水,20:13,23:30,3小时17分,无,无,无,¥37.5,¥83.5,¥125.5,¥37.5,仅99张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,D1735,贵阳北,六盘水,21:03,22:21,1小时18分,¥95,¥154,无,无,无,无,¥95,仅99张 仅6张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,K79,贵阳,六盘水,22:00,01:13+1,3小时13分,无,无,无,¥37.5,¥83.5,¥125.5,¥37.5,仅99张 仅99张 仅4张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,G2247,贵阳北,六盘水,22:24,23:38,1小时14分,¥103,¥168,¥316,无,无,无,无,仅99张 仅3张 仅2张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,K691,贵阳,六盘水,22:45,01:39+1,2小时54分,无,无,无,¥37.5,¥83.5,¥125.5,¥37.5,仅99张 仅99张 仅99张,无,无,2025-06-02 12:09:43
贵阳 -> 六盘水,K739,贵阳,六盘水,22:59,01:54+1,2小时55分,无,无,无,¥37.5,¥83.5,¥125.5,¥37.5,仅99张 仅99张 仅4张,无,无,2025-06-02 12:09:43
贵阳 -> 安顺,K9355,贵阳,安顺,06:00,07:13,1小时13分,无,无,无,¥15.5,无,无,¥15.5,仅99张 仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,K9515,贵阳,安顺,06:32,07:51,1小时19分,无,无,无,¥15.5,¥61.5,无,¥15.5,仅99张 仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2981,贵阳北,安顺西,06:56,07:25,0小时29分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张 仅5张 仅3张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2969,贵阳北,安顺西,07:40,08:09,0小时29分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G9564,贵阳北,安顺西,08:21,09:08,0小时47分,¥51,¥83.5,¥165.5,无,无,无,无,仅99张 仅8张 仅3张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G9561,贵安,安顺西,08:47,09:08,0小时21分,¥33,¥55.5,¥104.5,无,无,无,无,仅99张 仅8张 仅3张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,C6031,贵阳北,安顺西,09:23,09:55,0小时32分,¥43,¥69,无,无,无,无,¥43,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G8797,贵阳北,安顺西,09:33,10:03,0小时30分,¥46.5,¥78,¥146.5,无,无,无,无,无,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2871,贵阳北,安顺西,09:52,10:21,0小时29分,¥46.5,¥78,无,无,无,无,无,仅5张 仅2张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,C6039,贵阳北,安顺西,09:58,10:36,0小时38分,¥45,¥73,无,无,无,无,¥45,仅99张 仅9张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G5345,贵阳北,安顺西,10:28,10:58,0小时30分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张 仅4张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2837,贵阳北,安顺西,10:39,11:10,0小时31分,¥46.5,¥78,无,无,无,无,无,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,K9501,贵阳,安顺,10:40,12:00,1小时20分,无,无,无,¥15.5,¥61.5,无,¥15.5,仅99张 仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,D8587,贵阳北,安顺西,10:59,11:43,0小时44分,¥45,¥73,无,无,无,无,¥45,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2873,贵阳北,安顺西,11:07,11:37,0小时30分,¥46.5,¥78,无,无,无,无,无,仅99张 仅99张 仅7张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,K9585,贵阳,安顺,11:16,12:29,1小时13分,无,无,无,¥15.5,¥61.5,无,¥15.5,仅99张 仅99张 仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,D8599,贵阳北,安顺西,11:32,12:16,0小时44分,¥43,¥69,无,无,无,无,¥43,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,5645,贵阳,安顺,11:33,13:18,1小时45分,无,无,无,¥13.5,无,无,¥13.5,仅8张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2869,贵阳北,安顺西,11:50,12:26,0小时36分,¥46.5,¥78,无,无,无,无,无,仅99张 仅16张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2865,贵阳北,安顺西,12:19,12:48,0小时29分,¥46.5,¥78,无,无,无,无,无,仅99张 仅99张 仅19张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G5393,贵阳北,安顺西,12:25,12:55,0小时30分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张 仅7张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,K9363,贵阳,安顺,12:39,13:52,1小时13分,无,无,无,¥15.5,无,无,¥15.5,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,K1235,贵阳,安顺,12:50,14:03,1小时13分,无,无,无,¥15.5,¥61.5,¥92.5,¥15.5,仅99张 仅99张 仅1张 仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,D1847,贵阳北,安顺西,13:05,13:45,0小时40分,¥45,¥73,无,无,无,无,¥45,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2885,贵阳北,安顺西,13:33,14:03,0小时30分,¥46.5,¥78,无,无,无,无,无,仅14张 仅8张 仅1张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,K9365,贵阳,安顺,14:33,15:46,1小时13分,无,无,无,¥15.5,无,无,¥15.5,仅99张 仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,K985,贵阳,安顺,15:06,16:19,1小时13分,无,无,无,¥15.5,¥61.5,¥92.5,¥15.5,仅99张 仅99张 仅8张 仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G1321,贵阳北,安顺西,15:27,15:58,0小时31分,¥46.5,¥78,¥146.5,无,无,无,无,仅12张 仅1张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2849,贵阳北,安顺西,15:40,16:11,0小时31分,¥46.5,¥78,无,无,无,无,无,仅11张 仅17张 仅1张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,C6044,贵阳北,安顺西,16:04,16:58,0小时54分,¥47,¥77,无,无,无,无,¥47,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G1535,贵阳北,安顺西,16:18,16:49,0小时31分,¥46.5,¥78,无,无,无,无,无,仅99张 仅3张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G1371,贵阳北,安顺西,16:32,17:03,0小时31分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张 仅1张 仅4张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,C6041,贵安,安顺西,16:35,16:58,0小时23分,¥32,¥52,无,无,无,无,¥32,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G1695,贵阳北,安顺西,16:40,17:18,0小时38分,¥46.5,¥78,¥146.5,无,无,无,¥46.5,仅99张 仅6张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,K9387,贵阳,安顺,16:54,18:07,1小时13分,无,无,无,¥15.5,无,无,¥15.5,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G1541,贵阳北,安顺西,17:08,17:51,0小时43分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G1373,贵阳北,安顺西,17:20,18:01,0小时41分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张 仅11张 仅2张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2867,贵阳北,安顺西,17:25,17:56,0小时31分,¥46.5,¥78,无,无,无,无,无,仅99张 仅10张 仅1张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2333,贵阳北,安顺西,17:35,18:06,0小时31分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张 仅5张 仅3张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G1379,贵阳北,安顺西,17:48,18:19,0小时31分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张 仅9张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2851,贵阳北,安顺西,17:53,18:24,0小时31分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张 仅1张 仅1张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G3471,贵阳北,安顺西,18:03,18:34,0小时31分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张 仅2张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2995,贵阳北,安顺西,18:08,18:39,0小时31分,¥46.5,¥78,¥146.5,无,无,无,无,仅1张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G1537,贵阳北,安顺西,18:19,18:50,0小时31分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张 仅99张 仅5张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,C6033,贵阳北,安顺西,18:30,19:02,0小时32分,¥43,¥69,无,无,无,无,¥43,仅16张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G1751,贵阳北,安顺西,18:49,19:20,0小时31分,¥46.5,¥78,无,无,无,无,无,仅99张 仅99张 仅9张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2887,贵阳北,安顺西,18:56,19:27,0小时31分,¥46.5,¥78,无,无,无,无,无,仅9张 仅3张 仅5张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G1377,贵阳北,安顺西,19:02,19:33,0小时31分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张 仅4张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,D8591,贵阳北,安顺西,19:08,19:40,0小时32分,¥45,¥73,无,无,无,无,¥45,仅99张 仅12张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G3473,贵阳北,安顺西,19:14,19:45,0小时31分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张 仅3张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2831,贵阳北,安顺西,19:25,19:55,0小时30分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2829,贵阳北,安顺西,19:30,20:00,0小时30分,¥46.5,¥78,¥146.5,无,无,无,无,仅99张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2881,贵阳北,安顺西,19:36,20:06,0小时30分,¥46.5,¥78,无,无,无,无,无,仅99张 仅11张 仅2张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2821,贵阳北,安顺西,19:44,20:14,0小时30分,¥46.5,¥78,¥146.5,无,无,无,无,仅20张 仅1张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2891,贵阳北,安顺西,20:02,20:33,0小时31分,¥46.5,¥78,无,无,无,无,无,仅99张 仅11张 仅1张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,Z287,贵阳,安顺,20:06,21:19,1小时13分,无,无,无,¥15.5,¥61.5,¥92.5,¥15.5,仅99张 仅99张 仅8张 仅6张,无,无,2025-06-02 12:10:02
贵阳 -> 安顺,G2937,贵阳北,安顺西,20:11,20:42,0小时31分,¥46.5,¥78,无,无,无,无,无,仅99张 仅9张,无,无,2025-06-02 12:10:02
