评分,用户,评论详情,日期,IP位置
无评分,匿名用户,菜还可以，环境也可以，靠窗的位置可以看外面，但是服务太慢了,展开更多,
无评分,匿名用户,环境和服务还行，味道一般，几个特色推荐菜并没有吃得印象深刻，当然也不难吃,展开更多,
无评分,匿名用户,环境不错，味道挺喜欢的，上菜速度挺快。挺好,展开更多,
无评分,匿名用户,很好吃哦 反正吃的超级饱 女票太能吃了 吃光光,展开更多,
无评分,匿名用户,整体还是不错，不过没有特别突出的感觉，女儿喜欢他家的甜酒汤圆。,展开更多,
无评分,匿名用户,味道一如既往的好吃,展开更多,
无评分,匿名用户,物有所值，菜品味道不错,展开更多,
无评分,匿名用户,环境，口味还是不错的，尤其是那个排骨挺好吃的！值得品尝一下,展开更多,
无评分,匿名用户,味道很好…服务也好！,展开更多,
无评分,匿名用户,地方很小，不过菜品味道还不错,展开更多,
