评分,用户,评论详情,日期,IP位置
无评分,匿名用户,喜欢它们家的环境和口味，有空会再来,展开更多,
无评分,匿名用户,提起酸汤鱼，肯定会想到贵州。不过很多人并不知道酸汤鱼源自哪里？在这里给大家普及下酸汤鱼源自凯里，如今在贵阳也非常常见，其历史悠久，最早起源于亮欢寨。走进亮欢寨，眼前一亮，其内部的整个装修风格都十分的自然，充满了浓浓的生活味道，可以直观的感受到这里的民族气息。菜一道道的上来，伴随着菜一起来的还有“高山流水”。侗家羊瘪、稻香排骨都是这里值得的一尝的美食，尤其是带有民族色彩的苗家米豆腐。最不应该错过的就是酸汤鱼，毕竟这是1088年前的美味。酸汤鱼中的鱼肉雪白，吃起来非常的鲜嫩，汤也非常的香，真想一次喝个尽兴。,展开更多,
无评分,匿名用户,环境非常好，味道更是美极了，地理位置优越，停车方便，还有苗族表演，吃着火锅欣赏节目真心不错，值得大家去品尝。晚上还有篝火晚会。,展开更多,
无评分,匿名用户,只有贵州的酸汤鱼是真正的酸汤鱼，据说是番茄成酸，不是简单的醋酸，酸得自然开胃。酸汤鱼自然是这家的招牌菜，其他米豆腐这些也是典型的贵阳菜，家常味道，地道正宗。晚上有少数民族的表演。值得推荐。,展开更多,
无评分,匿名用户,菜品味道不错，价位也适中，推荐接待预约,展开更多,
无评分,匿名用户,味道很不错，环境好，还有表演供欣赏，值得大家信赖,展开更多,
无评分,匿名用户,气氛不错，价格贵了一些,展开更多,
无评分,匿名用户,第一次来亮欢寨吃饭，味道很好！还有表演看,展开更多,
无评分,匿名用户,挺好吃的，每次都来这里，人也很多。停车位也比较宽敞,展开更多,
无评分,匿名用户,经常去，就是生意太好,展开更多,
